start_time,end_time,open,close,low,high,h_open,h_close,h_low,h_high,finish
2023-06-26 00:00:00,2023-06-26 00:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 00:30:00,2023-06-26 00:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 01:00:00,2023-06-26 01:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 01:30:00,2023-06-26 01:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 02:00:00,2023-06-26 02:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 02:30:00,2023-06-26 02:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 03:00:00,2023-06-26 03:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 03:30:00,2023-06-26 03:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 04:00:00,2023-06-26 04:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 04:30:00,2023-06-26 04:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 05:00:00,2023-06-26 05:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 05:30:00,2023-06-26 05:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 06:00:00,2023-06-26 06:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 06:30:00,2023-06-26 06:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 07:00:00,2023-06-26 07:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 07:30:00,2023-06-26 07:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 08:00:00,2023-06-26 08:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 08:30:00,2023-06-26 08:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 09:00:00,2023-06-26 09:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 09:30:00,2023-06-26 09:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 10:00:00,2023-06-26 10:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 10:30:00,2023-06-26 10:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 11:00:00,2023-06-26 11:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 11:30:00,2023-06-26 11:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 12:00:00,2023-06-26 12:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 12:30:00,2023-06-26 12:59:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
2023-06-26 13:00:00,2023-06-26 13:29:59,319.408,319.408,319.408,319.408,319.408,319.408,319.408,319.408,True
