start_time,end_time,open,close,low,high,h_open,h_close,h_low,h_high,finish,atr_14,macd_13_34,st_signal,av2_open,av2_close,histo2,qqe,ema_h200,ema_200,fastk,fastd,xo_signal,macd_hists
2023-06-14 00:00:00,2023-06-14 00:00:59,1.1773,1.184,1.1746,1.185,1.177667219723631,1.180225,1.1746,1.185,True,0.005842871785693258,-0.00031141309957467736,0,1.180292885355206,1.180171252681826,0.5031515345414661,0.0,1.1772966280557982,1.1773065275546246,41.96348564101065,34.18093726017632,0,-1
2023-06-14 00:01:00,2023-06-14 00:01:59,1.1837,1.1863,1.1837,1.1893,1.1789461098618155,1.18575,1.1837,1.1893,True,0.005825523801000885,0.0002742489209467522,0,1.180232069018516,1.1801653425866425,8.241723909009117,8.241723909009117,1.177380741209472,1.1773960148426383,65.46341583118601,46.14764940856136,0,-1
2023-06-14 00:02:00,2023-06-14 00:02:59,1.1862,1.1835,1.1817,1.1866,1.1823480549309078,1.1845,1.1817,1.1866,True,0.00575941495807226,0.00045361565153419887,0,1.1801987058025794,1.1801904298867527,8.894878712332577,8.894878712332577,1.1774515796053975,1.1774567510133584,82.3003416049583,63.242414359051715,0,-1
2023-06-14 00:03:00,2023-06-14 00:03:59,1.1835,1.1828,1.1813,1.1847,1.183424027465454,1.183075,1.1813,1.1847,True,0.00559088531820996,0.0005055062424373423,0,1.1801945678446661,1.1802299725131737,8.283977638818484,8.283977638818484,1.1775075340371846,1.177509917669942,89.55317491238397,79.10564411617615,0,-1
2023-06-14 00:04:00,2023-06-14 00:04:59,1.1827,1.187,1.1819,1.188,1.183249513732727,1.1848999999999998,1.1819,1.188,True,0.005627250652623534,0.0008078245087574975,0,1.18021227017892,1.1802931460560118,11.783347794215622,11.783347794215622,1.1775810909124365,1.1776043463498431,86.57912963807102,86.14421538513783,1,2
2023-06-14 00:05:00,2023-06-14 00:05:59,1.1869,1.1885,1.1864,1.19,1.1840747568663634,1.1879499999999998,1.1864,1.19,True,0.005482447034578999,0.0010720167059059128,0,1.1802527081174659,1.1803954171914126,15.206057147547213,15.206057147547213,1.1776842641371883,1.1777127608140239,89.92116895975157,88.68449117006891,0,2
2023-06-14 00:06:00,2023-06-14 00:06:59,1.1887,1.1892,1.188,1.193,1.1860123784331815,1.1897250000000001,1.188,1.193,True,0.005447986532109079,0.001243090167512551,0,1.1803240626544393,1.1805399468352948,18.003966871644067,18.003966871644067,1.1778040724542311,1.1778270617014466,97.02595472568709,91.17541777450329,0,2
2023-06-14 00:07:00,2023-06-14 00:07:59,1.1898,1.1895,1.1882,1.1913,1.1878686892165908,1.1897,1.1882,1.1913,True,0.005280273208387009,0.0013168205603254627,0,1.180432004744867,1.1807165837464453,20.11301517245286,20.11301517245286,1.1779224398924975,1.1779432103412333,99.9335887227085,95.62690413604912,0,2
2023-06-14 00:08:00,2023-06-14 00:08:59,1.1895,1.189,1.189,1.1916,1.1887843446082953,1.189775,1.189,1.1916,True,0.005088825122073647,0.0012672982811300247,0,1.1805742942456563,1.1809178015976156,20.218385844122565,20.218385844122565,1.178040375813965,1.1780532281487832,99.9335887227085,98.9643773903681,0,2
2023-06-14 00:09:00,2023-06-14 00:09:59,1.189,1.1883,1.1877,1.1908,1.1892796723041477,1.18895,1.1877,1.1908,True,0.00494676618478268,0.0011245294815778537,0,1.180746047921636,1.1811313312499256,18.386021404587808,18.386021404587808,1.178148929288453,1.1781551860776511,96.68050104696916,98.84922616412878,0,1
2023-06-14 00:10:00,2023-06-14 00:10:59,1.1884,1.1898,1.1877,1.1905,1.1891148361520738,1.1890999999999998,1.1877,1.1905,True,0.004793425743012482,0.001076905156221059,0,1.180938689585781,1.1813541181888803,19.192477827002193,19.192477827002193,1.17825789516618,1.1782710548728983,93.89575960874502,96.83661645947429,0,2
2023-06-14 00:11:00,2023-06-14 00:11:59,1.1898,1.19,1.1888,1.1905,1.1891074180760368,1.189775,1.1888,1.1905,True,0.00457246676136872,0.001002031811391029,0,1.1811464038873307,1.1815872961172245,19.991430045617847,19.991430045617847,1.1783724932242279,1.178387760794561,92.84662068165858,94.47429377912431,0,2
2023-06-14 00:12:00,2023-06-14 00:12:59,1.19,1.1906,1.1897,1.1942,1.1894412090380184,1.191125,1.1897,1.1942,True,0.004567290564128093,0.0009386954028222799,0,1.1813668500022776,1.181836317531703,21.35884011962672,21.35884011962672,1.1784993838389122,1.1785092756125255,96.09970835739792,94.2806962159339,0,2
2023-06-14 00:13:00,2023-06-14 00:13:59,1.1908,1.1883,1.1871,1.1913,1.1902831045190092,1.189375,1.1871,1.1913,True,0.004541055523833228,0.0006852719454243715,0,1.1816015837669904,1.182084097221444,15.14514927149051,15.14514927149051,1.1786075989250921,1.1786066957556844,87.85615998261203,92.26749634055624,0,1
2023-06-14 00:14:00,2023-06-14 00:14:59,1.188,1.1867,1.1859,1.188,1.1898290522595047,1.18715,1.1859,1.1898290522595047,True,0.004388122986416566,0.00036721077667441464,0,1.1818428404942172,1.1823139333941803,7.5920249441334064,7.5920249441334064,1.178692597940763,1.1786872261461752,57.255497351960884,80.40378856399033,0,1
2023-06-14 00:15:00,2023-06-14 00:15:59,1.1868,1.1895,1.185,1.1925,1.1884895261297523,1.18845,1.185,1.1925,True,0.004610399915958229,0.00032275440411778846,0,1.1820783869441986,1.1825369849717262,8.10798405993814,8.10798405993814,1.1787896865184668,1.1787948159357655,33.481354895234624,59.531004076602564,0,1
2023-06-14 00:16:00,2023-06-14 00:16:59,1.1895,1.1919,1.1883,1.193,1.1884697630648762,1.1906750000000001,1.1883,1.193,True,0.004616799921961222,0.00042923239096311853,0,1.1823076859579624,1.182768430484945,11.57759342208493,11.57759342208493,1.1789079483441538,1.1789252157772008,33.216704261468855,41.31785216955484,0,2
